name,description,category,price,stock,image_url
"BEWISHOME Mens Valet Tray Dresser Organizer Nightstand Organizer for Mens Accessories, Faux Leather,Brown SSH06Z","About this item PERFECT BEDSIDE COMPANION: Don't want the stuff spread all cross the nightstand? Keep your stuff from falling to the ground? Scramble looking for things in the morning? This valet tray organizer will be a catchall solution for you. One curved compartment for coins, one enclosed compartment perfect for sunglasses, one open compartment ideal for a wallet, and twin small compartments for phones. This valet tray will work great for organizing items near the bed DIMENSION: 10.2""Lx7.4""Dx2.2""H, perfect size for nightstand organizing. This men's valet organizer will keep your important stuff, such as cell phones, wallet, keys, glasses organized in one place TOP-NOTCH QUALITY: Made from quality dark brown cover faux leather, well-done seams, refined interior, this well-made dresser tray is sturdy as well as elegant SLEEK MODERN LOOK: With classic brown color and sleek deisgn, this edc tray will look clean and stylish on side table, nightstand, dresser top, office desk GREAT GIFT IDEA: Your man in your life would not be happier when receiving such a nice gift on Valentine's Day, Christmas, New Year, Birthday, Anniversary and so on › See more product details",General,16.99,48,https://m.media-amazon.com/images/I/81Sc8+XURHL._AC_SY300_SX300_.jpg
"IRIS USA 44oz / 1.3L Cat Water Fountain, For Dog & Cat with Two Flow Options Automatic Pet Water Fountain Bowl Silent and Replaceable Charcoal Filter, White/Blue","Keep your furry friend happy and hydrated with the IRIS USA Pet Water Fountain! This innovative fountain provides your pet with a continuous supply of fresh, filtered water, encouraging them to drink more and stay healthy. The fountain features a multi-layer filtration system that removes impurities, ensuring that your pet drinks only clean and safe water. The fountain also has a large capacity of 1.3 liters, meaning you won't have to refill it as often. Designed with your pet's comfort in mind, the fountain features a low-noise pump that won't disturb your furry friend while they drink. Easy to clean and maintain, the IRIS USA Pet Water Fountain is made of high-quality materials that are durable and long-lasting. It's perfect for cats and small dogs, and will provide your pet with refreshing and healthy hydration for years to come.",General,28.04,21,https://m.media-amazon.com/images/I/71c-ud1MR4L.__AC_SX300_SY300_QL70_FMwebp_.jpg
Caseology Snap Fit Tempered Glass with installation Kit [2 Pack] Designed for Apple Watch Ultra (2022) - 2 Pack Clear,"About this item Ultra clear and durable tempered glass compatible with Apple Watch Ultra screen protector Quick and easy application and removal process with Snap Fit tray Provides premium protection while mimicking your watch’s natural feel Made for Apple Watch Ultra, compatible with most cases Includes 2 tempered glass screen protectors, 2 Snap Fit alignment tray, a microfiber cloth, cleaning wipes, dust removal stickers and a squeegee",General,14.99,35,https://m.media-amazon.com/images/I/61zu9g0VlbL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"Rose Pruning Gloves for Men and Women - Thorn Proof Goatskin Leather Gardening Gloves with Gauntlet (Medium, Brown)","Rose gardening can be relaxing and fun. However, without adequate protection, you will be left with scratches all over your arms. Besides being painful, cuts from rose spines are quite dangerous. Sporotrichosis (rose gardener's disease) can be a more serious consequence of getting scratched by rose spines. This is especially true in people with thin, delicate skin. Exemplary Garden Rose Pruning Gloves are made out of premium quality goatskin leather. The gauntlet portion is made out of cowhide suede and reaches until the elbows. Hence, these gardening gloves offer full hand and arm protection keeping you safe whilst pruning your roses. Please scroll up and click on the image titled “How To Measure Your Glove Size” to buy the correct size. We proudly stand behind our 100% Satisfaction Guarantee. If you are not completely happy with your purchase, we will offer you a full refund. CLICK ""ADD TO CART"" NOW TO SAVE YOUR ARMS FROM ANY FURTHER TORTURE!",General,25.48,25,https://m.media-amazon.com/images/I/61E55HZv9SL.__AC_SY300_SX300_QL70_FMwebp_.jpg
"soliocial 【2 Pack】 Hydrogel Film Privacy Screen Protector Compatible with iPhone 14 Pro (6.1""), 【High Sensitivity】【Easy Installation】 Anti-Spy Soft TPU Protective Film (Not Tempered Film)","Notice: The privacy screen protector is made of ultra-fine shutter technology, which will affect the sensitivity of fingerprint recognition, escpecially for the cellphone with a design of front light sensor fingerprint unlock. We recommend to set the face recognition first, so as not to affect the normal use of the mobile phone. Installation Steps Recommended: 1> Remove the middle film(not the real protector film), and press it to the phone lightly, it can helps with positioning protector film. 2> Adjust position repeatedly, and make the film fit the phone holes and other parts perfectly. 3> Remove the top part of film, it is just a small piece of useless protector film. 4> Flatten the top part flatly with a scraper after remove the small piece of useless protector film, please flatten it lightly when pass the hole of screen. Keep the angle within 45 degrees when flatten it. 5> Clean the dust of the screen before scrape this major part, keep the angle within 45 degrees when flatten it. 6> Pull up the protector film with left hand, flatten the protector with scraper at the same time. 7> Still flatten the protector film, keep the angle within 45 degrees when flatten it, please flatten it lightly when pass the hole of screen too. 8> Remove the surface film, left the real protector film. Adhere protector film is not a easy job, please be patient, if there is any bubble left, please don't be anxious, it will disappear 24h, this protector has the function of Auto Repair. If it can't disappear in 24 hours later, please contact us via email, we will give you a satisfied solution. Your support will be highly appreciated, thank you for your cooperation.",General,12.98,35,https://m.media-amazon.com/images/I/51U+-vUOr1L._AC_SY300_SX300_.jpg
"SaiMeun Magnetic Phone Ring Stand for MagSafe，Metal Adjustable Dual Ring Magnetic Phone Grip Holder,Compatible with iPhone 12/13/14 Series.（Black","About this item 【Wide Compatibility】This Magnetic phone ring holder is compatible with iPhone 12/12 Pro/12 Pro Max/12Mini,iphone 13/13Pro/13Pro Max/13Mini,iphone 14/14Pro/14Pro Max/14Plus caseless phone or Magsafe case.(Note: Non-Magnetic Regular phone case need to install metal patches, the item comes with metal patches) 【Strong Magnet】This phone ring holder magnet of this loop handle has been magnetically strengthened. With a suction force of 1500G, it ensures that it sticks tightly to your iPhone 14/13/12. 【Dual Ring Design】 This Magnetic Finger ring holder features an adjustable dual finger ring holder design. It allows your phone to be placed at any angle for viewing. 【High Quality Ring】After more than 5000 times of use test, the finger ring is made of high quality zinc alloy and precision design at the finger link, so that the double finger ring is more durable and not easy to wear and loosen. 【Detachable Wireless Charging】 When you need to use wireless charging on your phone, just pull it easily and remove it without leaving any sticky residue.",General,14.99,9,https://m.media-amazon.com/images/I/71JV5hHCOkL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"Millers Forge Pet Grooming Scissors, Blunt Tip, 5-3/4-Inch, Curved","All purpose grooming shears with blunt tips for safety. Lightweight stainless steeel construction with serrated blades for sharpness. The scissor is curved, 5-3/4-inch long with 2-inch cutting blades.",General,14.1,41,https://m.media-amazon.com/images/I/61Rlf2GYUFL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"Hanes Baby Sweatshirt, Ultimate Baby Flexy Knit Fleece Pullover Crew Sweatshirt, 2-Pack","Cozy. Comfortable. Cute. Hanes Ultimate® Flexy™ baby sweatshirts were designed with your child in mind. Available in four simple sizes ranging from 0 to 24 months, these gender neutral baby clothes fit your child longer. That's thanks to a super-soft, ribbed cotton-rich blend that stretches and moves with your baby. Adjustable cuffs and waistband can be folded for added flexibility while the four-way stretch fabric ensures a great fit. Choose from a variety of fun prints and colors in this convenient two-piece value pack.",General,14.19,33,https://m.media-amazon.com/images/I/610eA9Q6n1L._AC_UX679_.jpg
"Wireless Earbuds,Bluetooth 5.3 Headphones Build in Noise Cancelling, Bluetooth Earbuds With LED Power Display, Hi-Fi Stereo, Touch Control, Waterproof/Sweatproof Wireless Headphones for iOS/Android","About this item [ENC Call Noise Reduction] The built-in ENC chip of the liinccra wireless earbuds can reduce the background noise during the call. The dedicated microphone can enhance the call performance and ensure clearer and more effective calls.It is recommended to wear two headphones during the call, and the call will be clearer. [Lastest Bluetooth 5.3 Earbuds] Liinccra bluetooth headphones uses the latest Bluetooth version for fast pairing. After the connection is successful, just open the charging case of the earbuds, and the wireless earbuds will automatically connect with the mobile phone. Bluetooth 5.3 ensures a fast and stable connection with no lag in audio and video. Widely applicable to Android and iOS systems. It is the best companion for daily life and playing games. [Hi-Fi Stereo & 13mm Dynamic Speaker] Liinccra wireless headphones built-in 13mm dynamic speakers, which can produce a wider frequency range and more detailed sound compared to smaller speakers. On the other hand, the sound performance has been greatly improved. Whether you are listening to music, calling or playing games, you can get an immersive listening experience. [Long Usage Time] The wireless earbuds uses a large-capacity battery, which can be used continuously for up to 6-8 hours. At the same time, the light and portable charging case can charge the headset about 6 times. Make sure that the earphones can be used at high frequency for a long time.Also the Built-in Dual LED power display allows you to grasp the remaining power of the charging case and the charging status of the earbuds in real-time. [Waterproof and Sweatproof] Wireless Earbuds this is the use of IPX7 level design waterproof earbuds,regardless of sports sweat or rainy day travel, do not worry about the water into the headphones and damage.Very suitable for sports,gyms,exercise,driving,travel,airplanes and most places.",General,13.99,9,https://m.media-amazon.com/images/I/71dbxR18b6L.__AC_SX300_SY300_QL70_FMwebp_.jpg
"AW988 Silicone Gel Instant chill Ear Pads - defean Replacement Earpads Ear Cushion Compatible with Alienware AW988 Wireless Headphones,Ear Pads with Noise Isolation","EarPads Compatible With: Alienware AW988 Wireless Headphones Package Includes: -1 Pair Ear Pads (Colors shown in pictures may slightly differ from actual product due to lighting and color settings.) *The product is aftermarket product made by defean. It does not bear any trademarks that are owned by the original headphone company, and the seller is not affiliated with the headphone company, in any way If you have any questions, please contact us to solve them for you.",General,19.99,45,https://m.media-amazon.com/images/I/81CysPPpCfL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"for Toyota Highlander Windshield Snow Cover, Large Windshield Snow Ice Cover for Venza Highlander Nissan Murano Xterra 2022 2023 SUV, 600D Oxford Fabric Frost Guard Protector Winter Car Accessories","SLOGENTO Frost Guard Windshield Cover: Say Goodbye to Frosty Mornings   Windshield Cover Protector for All-seasons ✔✔Featuring A Universal Size: car windshield snow cover is designed to fit most cars, trucks, minivans, and SUVs. Windshield Snow cover is M3 (71"" x 47""). Perfectly suitable for most cars, sedans, fit for Toyota Venza Highlander 2007-2023, for 2024 nissan Xterra Pathfinder Murano. Protects and covers the essential viewing area of the front windscreen and full anti freeze wind-shield. ✔✔Experience Ultimate Snow Protection: window cover for winter Made of waterproof and durable 600D Oxford fabric, along with a PVC coating material. No more tedious scraping and brushing of snow and ice off your windshield. ✔✔Experience Exclusive Stability: our car windshield snow cover features dual elastic bands that securely wrap around the vehicle's side mirrors, while adjustable straps with hooks can be easily fastened to the tire rims. ✔✔Perfectly Suitable for Any Weather: car windshield snow cover provides comprehensive protection for your windshield, extending from top to bottom, ensuring that even your wiper blades are covered to prevent them from freezing to the window glass.",General,16.97,26,https://m.media-amazon.com/images/I/71N2y+VqvrL._AC_SY300_SX300_.jpg
"Vaadi Herbals Lemongrass Anti Pigmentation Massage Cream, 50g","A super rich mixture of various essential oils, this massage cream leaves your skin feeling super soft, supple and refreshed. Nutrientrich lemongrass and cedarwood penetrate into the deeper layers of the skin granting health to the cells and fading away blemishes and marks. It makes your skin clear and vibrant. In what way are massages beneficial for the skin? Stress toys with all our lives. No exceptions. Our lifestyles are taking a toll on us thanks to all that make-up, heat styling, lack of exercise and a healthy diet and no time for oneself tends to show up on the skin eventually. With no time to relax or let the skin breathe, the beauty and shine that the skin possesses naturally is all lost. Result: Lack-luster skin with blemishes and sun tan. A regular massage with a good cream promises the flawless, impressive skin that appeals to eyes and enhances your personality. Containing the goodness of natural herbs and essential oils, this Massage Cream will gently seep in and replenish the lost nutrients and provide the skin for that dream-like sheen. A healthy pink complexion will be seen with a regular massage thereby making your skin smooth and supple. What is the benefit of Lemongrass Oil to the skin? From Cymbopogon Citratus is taken out this powerful astringent called Lemongrass. Lemongrass oil is a the perfect skin toner that goes deep in the skin's layers and regulates the sebum secretion from the sebaceous glands. Also, Lemongrass oil unclogs pores with gentle exfoliation, further cleansing the skin from within. Lemongrass Oil keeps the skin acne-free and other allergies and infections also keep off. Lemongrass oil has great anti-septic properties which make it an excellent healer. Curing scars, pigmentation, blemishes and patches is another huge benefit of having Lemongrass Oil as an active ingredient. Lemongrass oil also fights cellulite. How does Cedar wood Oil prove to be beneficial for the skin? Cedarwood Oil is an essential oil. It is extracted from the Juniperus virginiana. Cedar Wood Oil doubles as an effective acne specialist for the skin. By controlling oil, Cedarwood Oil ensures the cleansing of dirt and impurities off the skin which is attracted by oil. Cedarwood oil prevents and protects the skin from any external damage. Also, its anti-inflammatory property makes it a great shield from the UV rays of the sun. Cedar Wood oil is an excellent astringent and is effective in clearing post-acne scarring and blemishes. By promoting cell-growth and regeneration, Cedar wood Oil facilitates the skin renewal process. What is the role of Manjistha in skin care? Rubia cordifolia or Manjistha is a miracle herb for curing black spots, scars, pigmentation, irregular tanning which might lead to discoloration. Manjistha works effectively on the surface where it accelerates rapid healing and penetrates deep in skin's layers to bring back the glow and health that is robbed off due to constant exposure to harmful UVA and UVB rays. Manjistha is a healer as well as care-taker of the skin. Premature aging of the skin is significantly halted, wrinkles fade away and skin looks fresh, supple and flawless with regular use of Manjistha. What is Jojoba Oil and how does it add up as the perfect ingredient for skin care? Simmondsia chinenis or Jojoba tree yields this highly moisturizing Jojoba Oil. It is commonly called as wax ester. Jojoba tree plantations are found in North-west Mexico, South Arizona and South California. Out of all the oils found in nature, Jojoba Oil is most comparable to the oil produced by sebaceous glands of the human skin. Providing skin with high level of nutrients and moisture, Jojoba oil regulates the oil balance, removes flakiness and cures dry patches. Also, the skin feels softer, healthier and has a glow about itself. Jojoba Oil does not evaporate and hence keeps the skin hydrated round the clock. With a high percentage of anti-oxidants, Jojoba Oil envelopes the skin safe from external factors without making it greasy. What is the special moisturizing action of Almond Oil? Almond Oil is known to be the perfect remedy for dry, flaky skin as it quickly gets absorbed in the skin surface. Being a light oil, Almond Oil cures skin irritation, allergies, dry patches and makes the skin soft and supple. A great emollient, Almond Oil serves to be the perfect treatment of the skin for fighting the chill and renewing it for another season cycle. It keeps the skin's moisture balance intact. Regular massage regulates the blood circulation which in turn helps in the proper soaking of essential nutrients in the skin. The skin smells sweet and is smooth to touch with Almond Oil.",General,189.0,32,https://m.media-amazon.com/images/I/41HW2NRnh+L._SX300_SY300_.jpg
"Kaya Clinic Brightening Face Serum, 30ml Reduces Pigmentation & Dark Spots, Evens Skin Tone for All Skin Types","Kaya Brightening Serum is a non-oily, easily absorbing anti-oxidants formula infused with potent actives. The concoction reduces hyper pigmented areas, lightens freckles and age spots rendering healthy looking glowing skin sure to make heads turn!",General,108.0,34,https://m.media-amazon.com/images/I/21kdfWd6iwL._SX300_SY300_QL70_FMwebp_.jpg
Balega womens Hidden Contour,Plush Machine Wash,General,13.32,45,https://m.media-amazon.com/images/I/71kkpOq-GML.__AC_SY445_SX342_QL70_ML2_.jpg
Champion Sports Steel Softball Face Mask - Classic Fielders Masks for Youth - Durable Head Guards - Premium Sports Accessories for Indoors and Outdoors - Red,"CLASSIC, STRONG, CHAMPION Our durable softball face mask is crafted from steel, for a classic look and feel. A durable construction and form fit provides enhanced protection so there’s no need to be afraid to attack those ground balls headed your way. We’ll protect that beautiful face of yours. Take to the field with your team and Champion Sports. We have all of the sports accessories you need to win the game. You will have to provide the skill, however. WHAT’S INCLUDED: (1) Face Mask PRODUCT SPECIFICATIONS: Dimensions: Youth size, adjustable 6 ¼” to 6 ¾” Materials: Steel Colors: Red A CLEAR VIEW OF THE FIELD With a narrow open design, this classic softball fielder’s mask stays closer to your face, giving you a wider view of the field. You won’t have a problem seeing the player trying to steal home when you wearing one of these. Another easy out your teammates will thank you for. Everything becomes easier when you can see the ball.",General,29.62,12,https://m.media-amazon.com/images/I/71JmjZ09J6L.__AC_SX300_SY300_QL70_ML2_.jpg
"Trend Airshield Pro 120-Volt Replacement Battery Charger, Charging Cable, Power Cable, AIR/P/5L",From the Manufacturer Trend airshield pro 120-Volt battery charger.,General,57.33,35,https://m.media-amazon.com/images/I/71iFIWuFGDL.__AC_SX300_SY300_QL70_FMwebp_.jpg
"Vearter Cut Off Wheels 4-1/2 Inch - Diamond Metal Cutting Disc for Angle Grinder,Suitable for Stainless Steel, Cast Iron, Aluminum, Brass, Metal Cutting, can Cut More Than 4000 Times","About this item Vacuum Brazed Technology, the industrial premium diamond grains are permanently brazed to the edge of steel core creating an unbreakable and extremely heat resistant segments Vearter diamond cutting disc delivers 4,000+ more cuts for metal with much lower cost per cut compared to bonded cut-off wheels. Quality guarantees precise cutting performance, accuracy, longevity, stability and integrity. The robust steel wheel body greatly reduces the risk of breakage and injury and increases safety Vearter saw blades can maintain their original wheel diameter during use for better control and precise cutting.",General,11.19,40,https://m.media-amazon.com/images/I/51GIum01w0L._SY445_SX342_QL70_FMwebp_.jpg
GORE WEAR Standard Grid Light Beanie,"Versatile sweat-wicking beanie hat for all outdoor sports. Designed to be an extra layer of protection and insulation in cool, damp weather. Wear on it's own or under a hood.",General,25.94,36,https://m.media-amazon.com/images/I/7166UFG9xjL._AC_UX679_.jpg
"Women's Perfume, Fragrance by Paul Sebastian, Day or Night Soft Floral Scent, DESIGN, 3.4 Fl Oz",Design By Paul Sebastian For Women. Fine Parfum Spray 3.4 Oz.,General,21.99,38,https://m.media-amazon.com/images/I/21VG3QgnEBL._SX300_SY300_QL70_FMwebp_.jpg
"Old Tree Aqua Bath Gel 475 Ml | A Refreshing Body Wash for Women and Men | Enriched with Aloevera Extract, Neem Oil, Basil Oil, Rose Oil, and Glycerin | Shower Gel (Pack of 1)","About this item Refreshing and rejuvenating: Old Tree Aqua Bath Gel 475ml is a refreshing and rejuvenating shower gel that provides the ultimate bathing experience for both women and men. Nourishing Natural Ingredients: This shower gel is enriched with natural ingredients like Glycerin, Flower/leaves extracts, Tea-Tree oil, Basil oil, Rose oil, Aloe-vera extract and Neem oil, which work together to provide your skin with the ultimate nourishment and hydration it deserves. Long-lasting hydration: This Aqua Shower Gel is made with 95% pure glycerin, which helps to retain moisture, ensuring that your skin feels soft and hydrated for a long-lasting effect. It is suitable for everyday use. Convenient and easy to use: The easy-to-use packaging of Old Tree Aqua Bath Gel 475ml makes it convenient to carry while traveling. Convenient pump bottle for easy and mess-free dispensing. Suitable for all skin types: This shower gel is suitable for all skin types, making it an ideal choice for anyone looking for a refreshing and rejuvenating bathing experience. Its natural ingredients make it safe and gentle on the skin",General,299.0,48,https://m.media-amazon.com/images/I/41mPfKOrKJL._SX300_SY300_QL70_FMwebp_.jpg
"IBENZER Compatible with 2022 2021 2020 MacBook Air 13 inch case M1 A2337 A2179 A1932, Plastic Hard Shell Case for Mac Air 13 Retina Display with Touch ID, Wine Red,MMA-T13WR","From the brand /* * Used when device = desktop * Configured in: configuration/brazil-config/global/brand-story.cfg */ /* Because the carousel is implemented as an ol list, any lists in the card text will have a secondary list style (letters). This will give an incorrect appearance to viewers, so we set all lists to the primary list style (numbers). */ .aplus-brand-story-card ol li { list-style: decimal; } /* Top level containers */ .aplus-module .apm-brand-story-hero { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; width: 1464px; height: 625px; background-color: #fff; } .aplus-module .apm-brand-story-card { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; width: 362px; height: 453px; background-color: #fff; } .apm-brand-story-hero, .apm-brand-story-card { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; position: relative; width: 100%; height: 100%; float: none; } .aplus-module.brand-story-card-1-four-asin .apm-brand-story-card { /* Only 12px to account for image cell border */ padding: 12px; } /* Full background image (Hero 1 & Card 2) */ .aplus-module .apm-brand-story-background-image { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; overflow: hidden; position: absolute; width: 100%; height: 100%; } /* Card 1 small images */ .aplus-module .apm-brand-story-image-row { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; height: 185px; padding: 0px; margin: auto; display: flex; } .aplus-module .apm-brand-story-image-row .apm-brand-story-image-cell { /* Use content-box to ensure image size matches editor schema */ -moz-box-sizing: content-box; -webkit-box-sizing: content-box; box-sizing: content-box; padding: 0px; margin: 0px; width: 166px; border: 1px solid #fff; } .aplus-module .apm-brand-story-image-row .apm-brand-story-image-cell .apm-brand-story-image-link { display: block; width: 100%; height: 100%; } .aplus-module .apm-brand-story-image-row .apm-brand-story-image-cell .apm-brand-story-image-link .apm-brand-story-image-img { display: block; width: 100%; height: 100%; object-fit: cover; } /* Card 3 logo image */ .aplus-module .apm-brand-story-logo-image { -moz-box-sizing: content-box; -webkit-box-sizing: content-box; box-sizing: content-box; height: 145px; margin: 0px 4px; padding: 20px; padding-bottom: 0px; } /* Text overlays */ .aplus-module .apm-brand-story-text-bottom { -moz-box-sizing: border-box; -webkit-box-sizing: border-box; box-sizing: border-box; position: absolute; bottom: 13px; left: 13px; } .aplus-module .apm-brand-story-hero .apm-brand-story-text-bottom { background-color: rgba(0,0,0,0.6); color: #fff; padding: 13px 65px 13px 13px; /* accounts for overlap of first card */ width: 437px; } .aplus-module.brand-story-card-2-media-asset .apm-brand-story-text-bottom { background-color: rgba(255,255,255,0.6); color: #000; padding: 13px; width: 336px; } .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text { margin-top: 8px; } .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text.apm-brand-story-text-single { margin-top: 20px; } .aplus-module.brand-story-card-1-four-asin .apm-brand-story-text h3 { white-space: nowrap; overflow: hidden; text-overflow: ellipsis; } .aplus-module .apm-brand-story-slogan-text { -moz-box-sizing: content-box; -webkit-box-sizing: content-box; box-sizing: content-box; margin: 0px 4px; padding: 20px; } .aplus-module .apm-brand-story-faq { -moz-box-sizing: content-box; -webkit-box-sizing: content-box; box-sizing: content-box; padding-top: 10px; } .aplus-module .apm-brand-story-faq-block { margin: 0px 10px; padding: 10px; } .aplus-v2 .apm-brand-story-carousel-container { position: relative; } .aplus-v2 .apm-brand-story-carousel-hero-container, .aplus-v2 .apm-brand-story-carousel-hero-container > div { position: absolute; width: 100%; } /* Ensuring the carousel takes only the space it needs. The sizes need to be set again on the absolutely positioned elements so they can take up space. */ .aplus-v2 .apm-brand-story-carousel-container, .aplus-v2 .apm-brand-story-carousel-hero-container { height: 625px; width: calc(100% + 15px); max-width: 1464px; margin-left: auto; margin-right: auto; } /* This centers the carousel vertically on top of the hero image container and after the logo area (125px). Margin-top = (heroHeight - cardHeight - logoAreaHeight) / 2 + logoAreaHeight */ .aplus-v2 .apm-brand-story-carousel .a-carousel-row-inner{ margin-top: 149px; } /* Cards need to have a width set, otherwise they default to 50px or so. All cards must have the same width. The carousel will resize itself so all cards take the width of the largest card. The left margin is for leaving a space between each card. */ .aplus-v2 .apm-brand-story-carousel .a-carousel-card { width: 362px; margin-left: 30px !important; } /* styling the navigation buttons so they are taller, flush with the sides, and have a clean white background */ .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-left, .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-right { padding: 0px; } .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-left .a-button-image, .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-right .a-button-image { border: none; margin: 0px; } .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-left .a-button-image .a-button-inner, .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-right .a-button-image .a-button-inner { background: #fff; padding: 20px 6px; } .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-left .a-button-image .a-button-inner { border-radius: 0px 4px 4px 0px; } .aplus-v2 .apm-brand-story-carousel .a-carousel-col.a-carousel-right .a-button-image .a-button-inner { border-radius: 4px 0px 0px 4px; } Previous page Protective Case For Mac Air 13 Visit the Store Case For New MacBook Air 13"" Visit the Store Case For New Macbook Pro 13"" Visit the Store Next page",General,15.99,36,https://m.media-amazon.com/images/I/61j+Y9I0wEL._AC_SY300_SX300_.jpg
Shadowline Women's Plus-Size Petals 54 Inch Sleeve Long Coat,Shadowline® Petals long coat with long sleeve features our signature Petals design embroidered yoke. Soft gathers falling from the front and back yoke give a feminine touch with a comfortable fit. Fully functioning button front closure and one inseam pocket complete the details of this style. Alternative use as a button front nightgown. Made in Shadowline’s 100% Opacitrique® nylon tricot ensures customers maximum opaqueness with exceptionally soft comfort. The Petals collection is the hallmark of Shadowline’s attention to detail and quality. Available in an assortment of sizes & colors. See matching Shadowline® Petals long gowns style #s 32280 and 33280,General,45.92,36,https://m.media-amazon.com/images/I/61MVzSi+wvL._AC_UX522_.jpg
K-Swiss Women's Tubes 200 Training Shoe,"Introducing the Tubes Comfort 200, a trainer that features our patented Tubes system. The technology provides unmatched comfort and cushioning through individually tuned tube structures that collapse and rebound as you walk. The design also provides incredible flexibility making every stride smooth and efficient. Smaller, more rigid tubes on the inside area of the heel provide extra medial support to reduce pronation. A lightweight mesh upper provides additional coolness and breathability to make this shoe one of the most comfortable trainers you will ever experience.",General,59.99,37,https://m.media-amazon.com/images/I/617tcRPVsjL._AC_UY695_.jpg
"Kenmore Pet Friendly Lightweight Bagged Canister Vacuum Cleaner with Extended Telescoping Wand, HEPA, 2 Motors, Retractable Cord, and 4 Cleaning Tools, Blue","Powerful 2-Motor System Combination of 2 motors provides effective brush rotation and powerful suction for deep cleaning HEPA Filtration System Captures 99.97% of dirty inside the vacuum Quick Transitions upper and lower wand easily releases to quickly change from cleaning the floor, to upholstery, to the ceiling 26' Auto Cord Rewind Automatic cord rewind retracts 26' of cord with a push of the button         3 Versatile Tools Functional attachments are stored on the unit for easy access and storage Whole Home Clean Removes ground-in dirty from carpets and powerfully cleans hard floors, stairs, and more Height Adjustmment 4 height adjustment levels provide optimal airflow and cleaning efficiency for any surface Telescoping Above Floor Cleaning Access difficult areas with 9.5' of extended reach. Detachable handle is perfect for cleaning furniture, car interiors, and tight spaces Technical Specifications Vol./Amps 120v 12A Suction Power(Hose End) ≥210W Air Flow ≥70 CFM Cord Length 26ft Hose Reach with Attachments 9.5ft Noise ≤73dB Replacement Bag Model 53292/53291 BC3005 Kenmore Bagged Upright Vacuum + Telescoping Wand BC7005 Kenmore Pet PowerMate + Dirt Sensing Technology 81615 Kenmore 600 Series + Pet PowerMate Kenmore 53292 HEPA Replacement Bags Add to Cart See Details Add to Cart Add to Cart Customer Reviews 4.2 out of 5 stars 9,526 — 4.2 out of 5 stars 9,526 4.8 out of 5 stars 5,481 Price $259.90$259.90 — $349.99$349.99 $12.99$12.99 Pet PowerMate Attachment Yes Yes Hose Reach with Attachments 9.5 ft 11 ft 10 ft Wand Type Aluminum Telescopic Aluminum Telescopic Aluminum Telescopic Exhaust Filter & Bag HEPA/HEPA Cloth HEPA/HEPA Cloth HEPA/HEPA Cloth Attachments 3 5 4 Cord Length 26 ft 26 ft 28 ft Features Variable Power Stair Grip, Dirt Sensor, Variable Power, Crossover Handle, On-Board Storage, LED Wand Stair Grip, Pop-N-Go, Variable Power Motor Dual Motors Dual Motors with Inducer Motor Dual Motors",Canister Vacuum Cleaners,259.9,16,https://m.media-amazon.com/images/I/61QETp7F2IL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Carhartt Men's Relaxed Fit Heavyweight Short-Sleeve Pocket T-Shirt,"Our pocket t-shirt debuted in 1992, and its rugged cotton design and clean looks made it a fast favorite among the hard-working folks who pulled it on. Though decades and trends have come and gone, there's a reason the K87 remains a classic. This men's t-shirt is made with heavyweight cotton built to handle tough days on the job. It has an original fit that gives you room to move and a soft feel that only gets better with time.",General,19.99,10,https://m.media-amazon.com/images/I/71XXRwqp+XL._AC_UY879_.jpg
